الجماال	الجمال
نحقق	تحقق
،مثل	مثل
حدثت	تحدث
كليهما	كلاهما
أثآر	أثار
وتحتاج	تحتاج
بمنزل	منزل
وحيد،	وحيد
أخضر	أحمر
بالصحافة	الصحافة
سوآ	سوى
آمنه	آمنة
الجحش	القط
انيق	أنيق
حسااس	حساس
جُندي	جندي
فالغابات	الغابات
احتفض	احتفظ
ومحروب	مكروب
نحتاج	تحتاج
فـِ♡ـيْه	فيه
المعهد	المعرض
بزيارة	زيارة
الرسم	رسم
‏تخيل	تخيل
جلبتمن	جلبت
رفيـع	رفيع
حزب_الله	حزب
بس	بسّ
اشعلتم	اشتعلت
ﺎجل	أجل
رخيييييص	رخيص
طبيعي،	طبيعي
فيها،	فيها
أثبات	إثبات
الإجابة	الجواب
صفقات	صفقة
صورة	صور
ومرعب	مرعب
الرسالة…	الرسالة
ﺎلنفس	النفس
اﻻزرق	الأزرق
الحرارة	حرارة
‏​ربما	ربما
إنتم	أنتم
دونه	دوني
السكر،	السكر
رأي…	رأي
ممى	مما
…كان	وكان
داعم	دعم
لسيارة	سيارة
مَعَنَالَا	لَعَلَّ
لها”	لها
\/عدم	عدم
غسلوا	غسل
مامات	مات
جمـال	جمال
للإمم	للامم
دائمآ	دائما
معين،	معين
كتب…	كتب
هؤﻻء	هؤلاء
قياة	قيادة
الاول	الثاني
بيتقلب	انقلب
،،،وقد	وقد
فااااضح	فاضح
نوم😂	نوم
لنظام	نظام
التهمة	تهمة
وعجب	عجب
وحيّد	وحيد
ألناس	الناس
،اما	أما
محطه	محطة
مريض…	مريض
وجبل	جبل
أيجابي	إيجابي
الجرس	جرس
،،فإن	فان
أوشكنا	أوشك
هؤولاء	هؤلاء
مناجم	منجم
رائع👍	رائع
مجراء	مسار
ألحديث	الحديث
العواك	العشري
ومزيج	مزيج
،دون	دون
هيّاا	هيّا
الذاتي…	الذاتي
حافةِ	حافة
،سيّد	سيد
تنمية	تطوير
منطقةالشرق	الشرق
تُقرّر	تقرر
اكتشف	اكتشاف
«يعتقد	يعتقد
بِأَنَّ	أَنَّ
أولئگ	أولئك
الغرب	الشرق
الاب	الأب
درجةة	درجة
،وقالت	وقالت
اصطلاح	مصطلح
التارخ	التاريخ
ميل،	ميل
\/تسجيل	تسجيل
الجزيره…	الجزيرة
علاء	عادل
رتّـب	رتب
أسرة	عائلة
متفوّقاً	متفوق
اسمع	سمع
وسواء	سواء
مُحزن	محزن
إي	اي
فيما	فيم
بمثلث	مثلث
وصحراء	صحراء
تعلّم	تعلم
الشاطىء	الشاطئ
“حماية	حماية
نحنٌ	نحن
عنصرا	عنصر
لمركز	مركز
اللّيل	الليل
ضوء،	ضوء
النفس…	النفس
إمتداد	امتداد
اقول	أقول
تاريخ	التاريخ
ٱنيق	أنيق
الانيق	الأنيق
يكون…	يكون
بها…	بها
يمكن…	يمكن
قلماً	قلما
گيفما	كيفما
الشعر…	الشعر
‏​يوم	يوم
الاولي	الاولى
دعوةة	دعوة
،كيف	كيف
رئي	رأي
قرأَ	قرأ
كثيرأ	كثيرا
ثمم	ثم
إليك	إليكم
الأعداء	العدو
دائماً	دائما
بضرب	ضرب
وسباق	سباق
مخجل	محزن
إثنين	اثنين
تُهمة	تهمة
“قد	قد
فيم…	فيم
يقبل	أقبل
فااااخر	فاخر
‏أنا	أنا
عليہا	عليها
​أنا	أنا
مفاجيء	مفاجئ
حااد	حاد
أربعه	أربعة
انهه	انه
حاليأ	حاليا
النظّر	النظر
محبووووب	محبوب
دونيَ	دوني
ﺑصوت	بصوت
مہما	مهما
فأصلحهاوالعالمُ	العالم
ظهرًا	ظهرا
الفف	ألف
الفرصه	فرصة
المسيقى	الموسيقى
النظام…	النظام
قديفة	قذيفة
سمعٺ	سمعت
منذ	مذ
زهره	زهرة
واحد👌	واحد
ونادر	نادر
الوحشى	وحشي
الاشعاعي	الذاتي
اللذانلا	اللذان
نهايہ	نهاية
ومتجر	متجر
تيّار	تيار
اى	اي
نتبجة	نتيجة
عااااام	عام
أشتري	اشترى
عااااد	عاد
السلوليت	الجلد
متمقلب	متفوق
ولازال	مازال
جآء	جاء
نـعم	نعم
ممتاااااز	ممتاز
لأغنية	أغنية
دم	الدم
وتـر	وتر
متمرمط	متفوق
أي	اي
سيء	تعيس
عامه	عامة
بدا	بدأ
​الجلوس	الجلوس
سمّيك	سميك
ماسمعت	سمعت
سيّئة	سيئة
الاذقية	الساحل
اللهجعل	جعل
غَفلتْ	بَسْ
وذات	ذات
تحصلت	حصلت
إنقلب	انقلب
محلكم	مكانكم
ملعونة	ملعون
،راقب	راقب
رائحه	رائحة
لطيفُ	لطيف
اسفة	أسف
تجرية	تجربة
،قول	قول
تحسي	تحسين
قصيده	قصيدة
ججنوني	جنوني
ذااك	ذاك
نغمات	نغمة
رمادي،	رمادي
محتاح	محتاج
جنونه	جنوني
صرخة	صيحة
ايضا	أيضا
كرررريه	كريه
الذىلا	الذى
مليِح	مليح
جداا	جدا
سوديلور	الجليد
سميـك	سميك
أخرى…	اخرى
مساواتهم	مساواة
صف	الصف
البيضالخميس	البيض
أستخدام	استخدام
بالقانون	القانون
حساس،	حساس
مِمّن	ممن
براديو	راديو
بدايات	بداية
امنة	آمنة
إمرأة	فتاة
‏جعل	جعل
إتجاه	تجاه
او…	او
سآطع	ساطع
ماخلا	خلا
أربع	أربعة
لاتتطلب	تتطلب
احمر	أحمر
استخدم	استخدام
مما…	مما
هاؤُمُ	هاؤم
للوصول	الوصول
لي✨	لي
مباشــر	مباشر
اكث…	اكثر
وهاكِ	هاكَ
¤ولم	ولم
‏موقف	موقف
ثلاثة	سبعة
​حين	حين
طول…	طول
الوان	لون
عدوها	العدو
،جعل	جعل
‏صورة	صور
مفهُوم	مفهوم
قارة	القارة
طرريق	طريق
أينمآ	أينما
ابازيد	العشري
عقـل	عقل
بشري،	بشري
\/قول	قول
الضحک	الضحك
التي…	التى
اﻻبتسامة	الابتسامة
إليگ	إليكَ
برمي	رمي
لماذ	لماذا
الجامعة	المدرسة
مفاجاة	مفاجأة
،كذلك	كذلك
بك	بكما
أعلى…	أعلى
مُخيف	مخيف
‏‏اذا	اذا
\/إما	إمّا
فرصه	فرصة
اسنان؟	أسنان
أنكن	أنتن
حرف…	حرف
بقتل	قتل
عالأقل	الأقل
الجبههههه	الجبهة
ليْتَ	لَيْتَ
العِظاام	العظام
نحوَ	نحو
بؤثر	متعذر
اكثثر	اكثر
‏هناك	هنالك
زيارتنا	زيارة
النسااء	النساء
الدبر﴾	الجمع
تركَ	ترك
“إن	إن
السابق\/	السابق
،أن	أن
وحلم	حلم
تقطع	قطع
حاار	حار
مطرر	مطر
بحيره	بحيرة
✌هؤلاء	أولاء
ما…	ما
\/بعض	بعض
سعيد❤️	سعيد
صخرةٍ	صخرة
لاثبات	إثبات
بسطار	حذاء
التُل	الرقيق
الجبهه	الجبهة
فاغمى	مغم
،حي	حي
ووجه	وجه
الثلج	ثلج
إليهغَفَرَ	إلَيْكَ
المهرجان	المعرض
بدايت	بداية
قلبٍ	قلب
شىء	شيء
شقيٌ	شقي
أقلته	جلبت
يدِ	يد
‏قبل	قبل
،إذا	إذا
شامل…	شامل
‏وحدة	وحدة
آخ	أخ
إنه	انه
اوراق	ورق
شااهد	شاهد
موكدة	مؤكد
لحنّ	لحن
إحتفظ	احتفظ
وهادئ	هادئ
اختيار…	اختيار
عضال،	عضال
غيرر	غير
عليك…	عليك
وممكن	ممكن
امراءة	امرأة
ﺎﻟمحيط	المحيط
“شريط”	شريط
أُم	أم
اﻻرض	الأرض
مادآم	مادام
بغرب	غرب
بسب	بسبب
القرد	القط
فعله	فعل
❗بل	بل
نااادر	نادر
اللسانيات	اللغة
إعاده	اعادة
مضبووط	مضبوط
اجمـع	أجمع
رجعناه	رجع
العگس	العكس
سمعت	سمع
قبضهصاعق	صاعق
قـد	قد
اسبوع…	أسبوع
​عزيزتي	عزيزتي
وصالح	صالح
حمايه	حماية
سيغادر	غادر
وقيمة	قيمة
لسعيد	لعمر
شهر…	شهر
“أنا	أنا
بواسط	بواسطة
لها💜	لها
لها…	لها
﴿إذ	إذ
فريقي	فريق
إيّاه	إياها
والقبيب	الوادي
تتلائم	تناسب
عسير،	عسير
كامل؟	كامل
مهماا	مهما
رديئ	رديء
تآثير	تأثير
ميل|	ميل
الشرق_	الشرق
الان☺	الان
الردعلي	العرض
ينبغيّ	ينبغي
سينقلب	انقلب
له💕	له
كككل	ككل
مرررعب	مرعب
بسرعہ	بسرعة
اكيد	اعتقد
اشعار	إشعار
ۈقال	وقال
متآمر،	مشؤوم
اعمدة	عمود
شبابنا	الشباب
هِذه	هَذِه
​​بعد	بعد
بنسخة	نسخة
ميتَ	ميت
وكيت	كيت
أماامك	أمامك
مُنعطف	منعطف
بماذآ	بماذا
تعلمـ	تعلم
أمَّا	أمّا
لجناح	جناح
نظيفه	نظيف
غير…	غير
__ف	ف
حطّم	حطم
آآه	آه
لاجل	اجل
أسود،	أسود
فظّا	فظ
التفاحه	تفاحة
وضربة	ضربة
،،ولا	ولا
قيامهم	القيام
،شكرا	شكرا
الححب	الحب
فالقرن	القرن
غداََ	غدا
معفن	عفن
“ذو	ذو
محبذ	محبب
السبب؟؟	السبب
الصحيفي	العشري
أقول…	أقول
​اكل	أكل
أناقه	أناقة
بنظام	نظام
نعمنعم	نعم
لموجة	موجة
يطرح	طرح
“لو	لو
،اختر	اختر
رااااقي	راقي
الذان	اللذان
رسالة	الرسالة
باسفل	أسفل
الرياح،	الرياح
هناكـ	هناك
حفرةٍ	حفرة
رايع	خرافي
بالصيف	الصيف
خآص	خاص
تقرحي	قرح
وقبعة	قبعة
كادت	كاد
المباركتين	اللتين
بقاعدة	قاعدة
إنما	إنّما
تآم	تام
بجمع	جمع
اداه	أداة
التي…	التي
ٺعرف	تعرف
بالحكم	الحكم
محاولتهم	محاولة
الأنف،	الأنف
اللحد�	اللتيا
كجرس	جرس
تعقد	عقدت
محتاااج	محتاج
بموقف	موقف
الاول…	الاول
يكتشف	اكتشاف
آلف	ألف
“لئن	لئن
يبدوا	يبدو
حركة	الحركة
اغنية	أغنية
اﻹبتسامة	الابتسامة
الثالثة	الثانية
مكتوبةلا	مكتوبة
أنآ	أنا
الآن،	الآن
أعلی	أعلى
الباطل	الحق
وفقير	فقير
المواد	مادة
لكم،اسمع	لكم
محموعة	مجموعة
‏اقترح	اقترح
ضوءٍ	ضوء
الجيرا…	الجيران
ااقل	أقل
آلحب	الحب
لسلسلة	سلسلة
،دقيق	دقيق
مازوخي	متوحش
وكتب	كتب
حسسب	حسب
الّذين	الذين
هنالگ	هنالك
عسير…	عسير
واحتفظ	احتفظ
متذ	منذ
معرض	المعرض
بآيخ	بايخ
فتآه	فتاة
اسرة	عائلة
لأهل	أهل
الصفحة،	الصفحة
جييد	جيد
الشوكولاتة،	الفاكهة
\/وان	وان
متقن،	متقن
الرئيسي	رئيسي
الموس…	الموسم
بسيطة،	بسيطة
التوترات	الفجوة
حصه	حصة
وتررواه	وتر
يائس،	يائس
قيمـة	قيمة
امّا	اما
طري…	طريق
وفقرة	فقرة
فنّ	فن
المئه	المائة
سهلَ	سهل
مشغوول	مشغول
بمركز	مركز
ايآم	ايام
وملك	ملك
إذًا	إذاً
وسعيد	سعيد
مِعطفُ	معطف
‏مِن	مِن
قذر	حقير
تتذكر	تذكر
هَاؤُمُ	هاؤم
اعلى…	أعلى
جميل❤	جميل
نفـس	نفس
مقع…	مقعد
٩قطع	قطن
ويقرح	قرح
صفقتين	صفقة
اثم؟	أثم
مرّوع	مروع
لقاعدة	قاعدة
جولة،	جولة
أغطية	غطاء
ايضآ	ايضا
كذاا	كذا
ثقيلہ	ثقيلة
اللائى	اللواتي
بدخول	دخول
صالحح	صالح
أمتياز	امتياز
دوُن	دون
بي،	بي
الجبل…	الجبل
وحصة	حصة
لدي	لديه
بالذهن	ذهني
الحصولعلى	الحصول
أجلِ	أجل
تجارة…	تجارة
مُنذ	منذ
،،سهل	سهل
أمامگ	أمامك
تحولت	تحوّل
رفعو	رفع
بحليب	حليب
ياعسى	عسى
مباشره	مباشرة
اﻷكسجين	الأكسجين
سبعه	سبعة
أه	آه
خُلق	خلق
تَرك	ترك
فُلان	فلان
،رجع	رجع
إنتاجها	إنتاج
‏ابن	ابن
ترغب	تريد
الغرامة	غرامة
و3	و6
آجمع	أجمع
مِعطف	معطف
صنع	صناعة
إنشاء	بناء
أذاً	إذاً
الغة	اللغة
وطريف	طريف
‏ها	ها
_وان	وان
الذي	الذى
الغِناء	الغناء
معاً♡	معا
آنتِ	أنتِ
الأخض…	الأخضر
وانتشار	انتشار
وتمثيل	تمثيل
🎪مخيم	مخيم
قلبت	انقلب
إمرأة	سيدة
مدينه	مدينة
مستوئ	مستوى
معاً	معا
عضب	غضب
مِثل	مثل
صففر	صفر
اﻷول	الاول
،نحن	نحن
اكتشافة	اختراع
عقل،	عقل
قوه	قوة
العَين	العين
“اكتب	رتب
توقّع	توقع
محطات	محطة
وقطع	قطع
الباتل…	ذواتي
عجيب،	عجيب
تجمع	جمع
ألتي	التى
الوُصول	الوصول
للحصول	الحصول
الجريحتين	اللتين
،،سواء	سواء
السوق_السوداء	الدولار
ﺎلصمت	الصمت
عليك”	عليك
ذواتى	ذواتي
⁰لو	لو
ماودي	ودي
مؤسف،	مؤسف
ورطب	رطب
،طول	طول
لطّيف	لطيف
إيام	ايام
خاااص	خاص
ممارستهم	ممارسة
تأثيره	تأثير
گما	كما
سنلبي	تلبية
وحاشى	حاشا
“حزب	حزب
_قاعدة	قاعدة
مِما	مما
هاه	ها
النفس💙	النفس
تحدد	حدد
مكتوبهـ	مكتوبة
بـي	بي
مكروهـ	مكروه
تهمةً	تهمة
هوا	هواء
لقآء	لقاء
ووضيع	وضيع
ليتوافق	متوافق
آرض	أرض
ساعتين	ساعة
آطار	اطار
ماذا	بماذا
معتاد…	معتاد
حتّى	حتى
ومازالت	وكانت
والحيلِ	الحق
بالقسم	القسم
إذن	إذاً
لكي	كي
للرياح	الرياح
حصّة	حصة
ورقةة	ورقة
هِب	هبّ
مرعب	مفزع
وكانت	كانت
مباشر	مباشرة
تخيلوا	تخيل
وسسخ	وسخ
إحتفظي	احتفظ
جدبدة	جديدة
8️⃣القصة	القدم
بِشكل	بشكل
اللتى	التى
علية	عليه
سقطَ	سقط
سعيده،،	سعيدة
هيّ	هي
كاامل	كامل
الجمعُ	الجمع
حدث…	حدث
أرسلته	أرسلت
آلشرآع	الشراع
لتي	التي
قرحه	قرح
بزيارتكن	بكن
أياً	أيا
لقطع	قطع
سرعآن	سرعان
متعقل	مبتذل
المساوة	مساواة
حدَث	حدث
اشعارٍ	إشعار
لشرع	شرع
الة	آلة
آسم	اسم
القانون…	القانون
مياشر	مباشر
رُبّ	رُبَّ
اﻻكسجين	الأكسجين
ردك	الرد
معتاد،	معتاد
‏مؤلم	مؤلم
ﺎلعمر	العمر
لحظہ	لحظة
حسسن	حسن
الشمال	الجنوب
مخز	مخزي
ستذهب	تذهب
‏آخر	آخر
لرمل	رمل
يبدُو	يبدو
‏غالباً	غالبا
مائه	مائة
المُوسيقى	الموسيقى
لگما	لكما
لحظهہ	لحظة
منه…	منها
‏رُبّ	رُبَّ
لاتحتاج	تحتاج
بكم،	بكم
نسخ	نسخة
مريض،	مريض
حُر	حر
زيارت	زيارة
بحر،	بحر
الصفحہ	الصفحة
تحتاج…	تحتاج
إلَيكَ”	إلَيْكَ
منذوا	مذ
انهاا	انها
أوريكطيب	طيب
عميق…	عميق
إختلف	اختلف
،طالما	طالما
اقتناء	شراء
الجمع،	الجمع
ذهبت	تذهب
تتشبهي	تعجبي
وين	أين
وملعون	ملعون
مناطق	منطقة
ورجع	رجع
باتبو	التل
ممارسه	ممارسة
موضوع	الموضوع
للأنباء	لوكالة
محلس	مجلس
فيديومشهد	مشهد
تستلزم	تتطلب
صـوت	صوت
رطّب	رطب
العدوّ	العدو
يالضبط	بالضبط
أنت”	أنت
خاصة…	خاصة
المثير	مثير
للأمم…	للامم
ودقيق	دقيق
